"with_Year_or_CO2","what","site","sp","parameter","Value","Std.Error","DF","t.value","p.value"
"","log_agb_inc_dbh","BCI","JACO","I(pre^2)",-1.14139219303551e-05,4.24710341492528e-06,739,-2.68746032654726,0.007361721407032
"","log_agb_inc_dbh","BCI","JACO","tmn",0.0535130493098585,0.031880999259308,739,1.67852484404907,0.0936674502340102
"","log_agb_inc_dbh","BCI","TEPA","(Intercept)",-9.35574147464621,0.184979674900331,1806,-50.5771322156729,0
"","log_agb_inc_dbh","BCI","TEPA","dbh",0.208340844873058,0.00644367139342701,1806,32.3326302898654,2.45332207181437e-181
"","log_agb_inc_dbh","BCI","TEPA","I(dbh^2)",-0.00259532043834186,0.000121922615938647,1806,-21.286620356373,6.76600646298414e-90
"","log_agb_inc_dbh","BCI","TEPA","pre",0.00426154209694757,0.00107453112316408,1806,3.96595501524328,7.59563202151167e-05
"","log_agb_inc_dbh","BCI","TEPA","I(pre^2)",-4.86544751720386e-06,1.95275907002918e-06,1806,-2.49157594087178,0.0128068993104933
"","log_agb_inc_dbh","BCI","TRTU","(Intercept)",-10.2717580893789,0.298658062236169,2202,-34.3930380197014,7.46418778675239e-208
"","log_agb_inc_dbh","BCI","TRTU","dbh",0.2305503048236,0.00820258284980542,2202,28.107037630113,8.44044164509689e-149
"","log_agb_inc_dbh","BCI","TRTU","I(dbh^2)",-0.00326834908219868,0.000176172508500711,2202,-18.5519812938663,1.66914946976675e-71
"","log_agb_inc_dbh","BCI","TRTU","pre",0.00522454496394139,0.00098574345310218,2202,5.30010617620589,1.27280310970646e-07
"","log_agb_inc_dbh","BCI","TRTU","I(pre^2)",-6.1290198544891e-06,1.78598807309997e-06,2202,-3.4317249632305,0.000610826612163207
"","log_agb_inc_dbh","BCI","TRTU","tmn",0.0198465889997129,0.0125300614452841,2202,1.58391793099965,0.113355993799974
"Year","log_agb_inc_dbh","BCI","TEPA","(Intercept)",-1.68577170254076,3.67081550059418,1805,-0.459236292934877,0.646119789529822
"Year","log_agb_inc_dbh","BCI","TEPA","dbh",0.223935360074439,0.00992828214963283,1805,22.5552977543775,1.89778834044509e-99
"Year","log_agb_inc_dbh","BCI","TEPA","I(dbh^2)",-0.00268087829827753,0.000130372170850204,1805,-20.5632711398034,1.3721907063309e-84
"Year","log_agb_inc_dbh","BCI","TEPA","pre",0.00420058098134402,0.0010724631105605,1805,3.91676034353171,9.30882596526485e-05
"Year","log_agb_inc_dbh","BCI","TEPA","I(pre^2)",-4.75109654573577e-06,1.94901816573956e-06,1805,-2.43768715410251,0.0148775073191385
"Year","log_agb_inc_dbh","BCI","TEPA","Year",-0.00403932486508151,0.00193046521271041,1805,-2.0924100773669,0.0365412111859718
"Year","log_agb_inc_dbh","BCI","TRTU","(Intercept)",-1.12414066619732,3.10224533680229,2201,-0.362363560631877,0.717115155419271
"Year","log_agb_inc_dbh","BCI","TRTU","dbh",0.250253491474789,0.0104795450296435,2201,23.880186665251,2.88117855362139e-112
"Year","log_agb_inc_dbh","BCI","TRTU","I(dbh^2)",-0.00339129403135248,0.000179964960473341,2201,-18.8441906826348,1.48341928705333e-73
"Year","log_agb_inc_dbh","BCI","TRTU","pre",0.00508043914964796,0.000984648645224843,2201,5.15964671691377,2.69576987686011e-07
"Year","log_agb_inc_dbh","BCI","TRTU","I(pre^2)",-5.89620475608429e-06,1.78355106348561e-06,2201,-3.30587942044188,0.00096199570619811
"Year","log_agb_inc_dbh","BCI","TRTU","tmn",0.0236628547353542,0.0125678809166008,2201,1.88280386267013,0.0598587375296074
"Year","log_agb_inc_dbh","BCI","TRTU","Year",-0.00483088360649324,0.00162999349244045,2201,-2.96374410627884,0.00307182627023059
"","log_BAI_dbh","BCI","JACO","(Intercept)",-1.86559319793576,0.71486813186846,739,-2.60970256578599,0.00924551695038126
"","log_BAI_dbh","BCI","JACO","dbh",0.139959673381154,0.0115657238602539,739,12.1012463268409,6.98394104575823e-31
"","log_BAI_dbh","BCI","JACO","I(dbh^2)",-0.00184740637859687,0.000182112321387429,739,-10.1443239234026,9.97096085187784e-23
"","log_BAI_dbh","BCI","JACO","pre",0.00938549037157865,0.00238371174275747,739,3.93734284361143,9.01787719311344e-05
"","log_BAI_dbh","BCI","JACO","I(pre^2)",-1.14183572872915e-05,4.26792049281841e-06,739,-2.67539128400002,0.00762940860054836
"","log_BAI_dbh","BCI","JACO","tmn",0.0518871342413495,0.0319241952104589,739,1.62532317257446,0.104520078117037
"","log_BAI_dbh","BCI","TEPA","(Intercept)",-0.791010888759994,0.182979101163309,1806,-4.3229575603501,1.62341356799902e-05
"","log_BAI_dbh","BCI","TEPA","dbh",0.146694119701842,0.0058959394379635,1806,24.880533669883,9.64096334030497e-118
"","log_BAI_dbh","BCI","TEPA","I(dbh^2)",-0.00185598285521503,0.000111565354976265,1806,-16.6358351623574,6.26376401642627e-58
"","log_BAI_dbh","BCI","TEPA","pre",0.00423555125733936,0.00107917841532623,1806,3.92479241355005,9.00600517871178e-05
"","log_BAI_dbh","BCI","TEPA","I(pre^2)",-4.85497241629988e-06,1.96080603044829e-06,1806,-2.47600850920982,0.0133771054624962
"","log_BAI_dbh","BCI","TRTU","(Intercept)",-1.64908722916865,0.299400086240984,2202,-5.50797179076733,4.0531932058354e-08
"","log_BAI_dbh","BCI","TRTU","dbh",0.169336322403019,0.00809711581245976,2202,20.9131654190306,9.80862061504791e-89
"","log_BAI_dbh","BCI","TRTU","I(dbh^2)",-0.00247249876294017,0.000173877986327223,2202,-14.2197342812973,5.74154819276436e-44
"","log_BAI_dbh","BCI","TRTU","pre",0.0052389292936624,0.00098991792197642,2202,5.29228653947655,1.32774599158231e-07
"","log_BAI_dbh","BCI","TRTU","I(pre^2)",-6.15254123444854e-06,1.79360354294109e-06,2202,-3.43026822101379,0.000614097940566749
"","log_BAI_dbh","BCI","TRTU","tmn",0.0201694775978415,0.012571044919654,2202,1.60443922734759,0.108760672601099
"Year","log_BAI_dbh","BCI","TEPA","(Intercept)",4.85915924980219,3.49206054133248,1805,1.39148768822549,0.164249051828899
"Year","log_BAI_dbh","BCI","TEPA","dbh",0.158239145354865,0.00931347854685656,1805,16.990337665863,3.57363200485362e-60
"Year","log_BAI_dbh","BCI","TEPA","I(dbh^2)",-0.00191869782648409,0.000119545604152761,1805,-16.049923709719,2.72161761633897e-54
"Year","log_BAI_dbh","BCI","TEPA","pre",0.00418732586318574,0.00107795081961044,1805,3.88452403116035,0.0001062288714796
"Year","log_BAI_dbh","BCI","TEPA","I(pre^2)",-4.76247010999325e-06,1.95861002743274e-06,1805,-2.43155607460853,0.0151308464553543
"Year","log_BAI_dbh","BCI","TEPA","Year",-0.00297632383012365,0.00183668882807775,1805,-1.62048343988602,0.1053031402671
"Year","log_BAI_dbh","BCI","TRTU","(Intercept)",6.99010547155336,3.07416745004987,2201,2.2738206636857,0.023072684049253
"Year","log_BAI_dbh","BCI","TRTU","dbh",0.187923672857279,0.0103677954798052,2201,18.1257117989379,1.50784061254582e-68
"Year","log_BAI_dbh","BCI","TRTU","I(dbh^2)",-0.00258777076159044,0.000177819973894633,2201,-14.5527563912692,7.0620717557728e-46
"Year","log_BAI_dbh","BCI","TRTU","pre",0.00509927734345209,0.000988944318182326,2201,5.15628357400802,2.74402598902341e-07
"Year","log_BAI_dbh","BCI","TRTU","I(pre^2)",-5.92619798211332e-06,1.79138041597924e-06,2201,-3.3081739251201,0.000954187158191916
"Year","log_BAI_dbh","BCI","TRTU","tmn",0.0238644826696047,0.0126119772291437,2201,1.89220787795738,0.0585944186964184
"Year","log_BAI_dbh","BCI","TRTU","Year",-0.00456316279927488,0.00161536543882404,2201,-2.82484860057225,0.0047729228823997
"","log_core_measurement","CedarBreaks","ABBI","(Intercept)",0.154444918850763,0.103143787341943,3860,1.49737490575895,0.134377497442566
"","log_core_measurement","CedarBreaks","ABBI","pre",0.00722940115506027,0.00114930993013664,3860,6.29021029532111,3.5240035736008e-10
"","log_core_measurement","CedarBreaks","ABBI","I(pre^2)",-4.24815827936086e-05,7.96226641468469e-06,3860,-5.33536314676188,1.00830395853673e-07
"","log_core_measurement","CedarBreaks","ABBI","tmx",-0.0220915200581027,0.00220592388919657,3860,-10.0146338530967,2.52591471320683e-23
"","log_core_measurement","CedarBreaks","PIEN","(Intercept)",-0.0948151182834207,0.144590390309534,2203,-0.655749791396538,0.512053601275711
"","log_core_measurement","CedarBreaks","PIEN","pre",0.00872052331461438,0.00177850427496179,2203,4.90329061188325,1.01124875345672e-06
"","log_core_measurement","CedarBreaks","PIEN","I(pre^2)",-4.02936725176629e-05,1.22834773775569e-05,2203,-3.28031479027943,0.0010530791761307
"","log_core_measurement","CedarBreaks","PIEN","tmx",-0.0174623695982433,0.00337728948101403,2203,-5.17052793265451,2.54499706751279e-07
"","log_core_measurement","CedarBreaks","PIFL","(Intercept)",-2.63090127617879,0.740139891188033,2079,-3.55460002561922,0.000387005022111623
"","log_core_measurement","CedarBreaks","PIFL","pre",0.0212686831114092,0.00244181662813208,2079,8.71018849915816,6.06992972574777e-18
"","log_core_measurement","CedarBreaks","PIFL","I(pre^2)",-0.000113868896594296,1.67711348544951e-05,2079,-6.78957611289949,1.46249554858244e-11
"","log_core_measurement","CedarBreaks","PIFL","tmx",0.161282120254881,0.0802400777505609,2079,2.00999456601043,0.0445607284285092
"","log_core_measurement","CedarBreaks","PIFL","I(tmx^2)",-0.00463116560378359,0.00218065031001061,2079,-2.12375436012069,0.0338084689478679
"","log_core_measurement","CedarBreaks","PILO","(Intercept)",-2.12584002393181,0.283686348600915,2661,-7.49362820740595,9.06615146130981e-14
"","log_core_measurement","CedarBreaks","PILO","pre",0.0282713533814798,0.00469266261714367,2661,6.02458682586647,1.92953922114421e-09
"","log_core_measurement","CedarBreaks","PILO","I(pre^2)",-0.000150460227263699,3.24699991428829e-05,2661,-4.63382295150685,3.76261839565245e-06
"","log_core_measurement","CedarBreaks","PILO","tmx",-0.0148203207001984,0.00859037267560627,2661,-1.72522441806082,0.0846031422288653
"","log_core_measurement","CedarBreaks","PIPU","(Intercept)",-1.46277141783159,0.409488308455961,3201,-3.57219336333972,0.000359219498425972
"","log_core_measurement","CedarBreaks","PIPU","pre",0.0102159203410105,0.00132303780163545,3201,7.72156345675251,1.5255960169821e-14
"","log_core_measurement","CedarBreaks","PIPU","I(pre^2)",-4.82997492820666e-05,9.11099313058816e-06,3201,-5.30126064083078,1.22807405146667e-07
"","log_core_measurement","CedarBreaks","PIPU","tmx",0.0628947831823648,0.0439960182925435,3201,1.42955625584473,0.152942004094701
"","log_core_measurement","CedarBreaks","PIPU","I(tmx^2)",-0.00255470400989386,0.00119379481056476,3201,-2.13998585626728,0.0324312949931711
"","log_core_measurement","CedarBreaks","POTR","(Intercept)",-1.50168847008894,0.69827201630349,2994,-2.15057804842098,0.0315893431940478
"","log_core_measurement","CedarBreaks","POTR","pre",0.000503918035370061,0.000324522526457738,2994,1.55279832457389,0.120577015166743
"","log_core_measurement","CedarBreaks","POTR","tmx",0.140159802427842,0.0757532265661812,2994,1.85021561167949,0.0643809402102233
"","log_core_measurement","CedarBreaks","POTR","I(tmx^2)",-0.00405440781030263,0.00205478117549965,2994,-1.97315794919951,0.0485694084085408
"","log_core_measurement","CedarBreaks","PSME","(Intercept)",-0.373048960743253,0.181737126855352,2045,-2.05268437549456,0.0402302018200965
"","log_core_measurement","CedarBreaks","PSME","pre",0.00911447108559058,0.00218824252992922,2045,4.16520150802726,3.24009250703705e-05
"","log_core_measurement","CedarBreaks","PSME","I(pre^2)",-4.29144669078724e-05,1.50537509842704e-05,2045,-2.85074908922789,0.00440537193157008
"","log_core_measurement","CedarBreaks","PSME","tmx",-0.0142174824270316,0.00410573320356631,2045,-3.46283640999422,0.000545508258991013
"","log_core_measurement_dbh","CedarBreaks","ABBI","(Intercept)",-0.23116364775833,0.125297674198722,3438,-1.84491571161731,0.0651357581624562
"","log_core_measurement_dbh","CedarBreaks","ABBI","dbh",0.0610839553923961,0.00582075259763529,3438,10.4941679564275,2.213493190828e-25
"","log_core_measurement_dbh","CedarBreaks","ABBI","I(dbh^2)",-0.00140260493186688,0.000120130995521765,3438,-11.6756289729802,6.45900293561054e-31
"","log_core_measurement_dbh","CedarBreaks","ABBI","pre",0.0070367399330907,0.0012079061851399,3438,5.8255682599023,6.21579065528601e-09
"","log_core_measurement_dbh","CedarBreaks","ABBI","I(pre^2)",-4.16323540857448e-05,8.36758498344437e-06,3438,-4.9754324776045,6.82951162821369e-07
"","log_core_measurement_dbh","CedarBreaks","ABBI","tmx",-0.0240093339066659,0.00232699733769966,3438,-10.3177315752326,1.33382243751366e-24
"","log_core_measurement_dbh","CedarBreaks","PIEN","(Intercept)",-0.961804087077991,0.255827879560525,1648,-3.75957494832162,0.000176143109142702
"","log_core_measurement_dbh","CedarBreaks","PIEN","dbh",0.0689624954857869,0.0176628845181261,1648,3.9043733437206,9.82802195925075e-05
"","log_core_measurement_dbh","CedarBreaks","PIEN","I(dbh^2)",-0.00120577704490644,0.00034814007091021,1648,-3.46348250505593,0.000546872809382648
"","log_core_measurement_dbh","CedarBreaks","PIEN","pre",0.00829646512172724,0.00208482688900967,1648,3.97945036370295,7.20725202384443e-05
"","log_core_measurement_dbh","CedarBreaks","PIEN","I(pre^2)",-3.77151211112179e-05,1.44060373302527e-05,1648,-2.61800800918488,0.0089254756960118
"","log_core_measurement_dbh","CedarBreaks","PIEN","tmx",-0.0157935536124523,0.00393969713259569,1648,-4.00882430321406,6.37461687175827e-05
"","log_core_measurement_dbh","CedarBreaks","PIFL","(Intercept)",-2.3704063460938,0.753325712500044,2015,-3.14658892795148,0.00167600921937813
"","log_core_measurement_dbh","CedarBreaks","PIFL","pre",0.0215398900269469,0.00246151202997998,2015,8.7506742866181,4.39256566987951e-18
"","log_core_measurement_dbh","CedarBreaks","PIFL","I(pre^2)",-0.00011484223761882,1.69163728863239e-05,2015,-6.78882159849202,1.48212412031798e-11
"","log_core_measurement_dbh","CedarBreaks","PIFL","tmx",0.131878986175893,0.0815508573785524,2015,1.61713794820969,0.106005031297048
"","log_core_measurement_dbh","CedarBreaks","PIFL","I(tmx^2)",-0.00382000642820637,0.00221541418158134,2015,-1.72428544511694,0.0848096934703575
"","log_core_measurement_dbh","CedarBreaks","PILO","(Intercept)",4.03378021468015,2.45074255449021,1066,1.64594204613191,0.10007046706949
"","log_core_measurement_dbh","CedarBreaks","PILO","dbh",-0.240080768632505,0.102029695008502,1066,-2.35304798874974,0.0188011548030627
"","log_core_measurement_dbh","CedarBreaks","PILO","I(dbh^2)",0.00218852424361413,0.001067846630353,1066,2.04947431719729,0.0406600702661495
"","log_core_measurement_dbh","CedarBreaks","PILO","pre",0.0308749772823221,0.00659857553895634,1066,4.67903672543323,3.25262796860274e-06
"","log_core_measurement_dbh","CedarBreaks","PILO","I(pre^2)",-0.000163494078460391,4.56601252355888e-05,1066,-3.58067520876966,0.000358152395126606
"","log_core_measurement_dbh","CedarBreaks","PIPU","(Intercept)",-1.90234191785592,0.441203159064948,3163,-4.3117141814841,1.66941602893661e-05
"","log_core_measurement_dbh","CedarBreaks","PIPU","dbh",0.0138598383824796,0.00479336567796554,3163,2.89146276617105,0.00386068031892354
"","log_core_measurement_dbh","CedarBreaks","PIPU","pre",0.010175362583749,0.0013220714489892,3163,7.69653001093751,1.85569505684182e-14
"","log_core_measurement_dbh","CedarBreaks","PIPU","I(pre^2)",-4.82809491296631e-05,9.10206763075701e-06,3163,-5.3043935826752,1.20830006661042e-07
"","log_core_measurement_dbh","CedarBreaks","PIPU","tmx",0.0661794338257796,0.0440315960000374,3163,1.5029987517537,0.132939195794829
"","log_core_measurement_dbh","CedarBreaks","PIPU","I(tmx^2)",-0.00265962290376229,0.00119461499873232,3163,-2.22634313698102,0.0260613868483389
"","log_core_measurement_dbh","CedarBreaks","POTR","(Intercept)",-0.224742285106455,0.744090256704217,2992,-0.302036322988425,0.762645365949622
"","log_core_measurement_dbh","CedarBreaks","POTR","dbh",-0.0555538919566402,0.0161542023979913,2992,-3.43897461403282,0.000591905644467388
"","log_core_measurement_dbh","CedarBreaks","POTR","I(dbh^2)",0.000492120026195284,0.000293264259343001,2992,1.678077060252,0.093436492102863
"","log_core_measurement_dbh","CedarBreaks","POTR","pre",0.000546499562217242,0.000328807376788404,2992,1.66206600215338,0.096604294410419
"","log_core_measurement_dbh","CedarBreaks","POTR","tmx",0.120044303026497,0.0767176348583696,2992,1.56475500382818,0.117746118465089
"","log_core_measurement_dbh","CedarBreaks","POTR","I(tmx^2)",-0.00344542982082922,0.00208068675011693,2992,-1.6559099156255,0.0978449270200764
"","log_core_measurement_dbh","CedarBreaks","PSME","(Intercept)",-0.413291471319585,0.254510142963773,2043,-1.62387033580195,0.104557750510758
"","log_core_measurement_dbh","CedarBreaks","PSME","dbh",0.0107890325136089,0.0106042511551186,2043,1.01742521520731,0.309071661237447
"","log_core_measurement_dbh","CedarBreaks","PSME","I(dbh^2)",-0.000249037990571252,0.000145236380547487,2043,-1.71470804789042,0.086550422352114
"","log_core_measurement_dbh","CedarBreaks","PSME","pre",0.00903267940505924,0.00219377935802677,2043,4.11740559596833,3.98410187280695e-05
"","log_core_measurement_dbh","CedarBreaks","PSME","I(pre^2)",-4.24230965035937e-05,1.50916835916545e-05,2043,-2.81102477705357,0.00498550510620896
"","log_core_measurement_dbh","CedarBreaks","PSME","tmx",-0.0138904838199194,0.00411881241142431,2043,-3.37244876251015,0.000758922776215337
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","(Intercept)",-0.23116364775833,0.125297674198722,3438,-1.84491571161731,0.0651357581624562
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","dbh",0.0610839553923961,0.00582075259763529,3438,10.4941679564275,2.213493190828e-25
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","I(dbh^2)",-0.00140260493186688,0.000120130995521765,3438,-11.6756289729802,6.45900293561054e-31
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","pre",0.0070367399330907,0.0012079061851399,3438,5.8255682599023,6.21579065528601e-09
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","I(pre^2)",-4.16323540857448e-05,8.36758498344437e-06,3438,-4.9754324776045,6.82951162821369e-07
"Year","log_core_measurement_dbh","CedarBreaks","ABBI","tmx",-0.0240093339066659,0.00232699733769966,3438,-10.3177315752326,1.33382243751366e-24
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","(Intercept)",-0.961804087077991,0.255827879560525,1648,-3.75957494832162,0.000176143109142702
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","dbh",0.0689624954857869,0.0176628845181261,1648,3.9043733437206,9.82802195925075e-05
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","I(dbh^2)",-0.00120577704490644,0.00034814007091021,1648,-3.46348250505593,0.000546872809382648
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","pre",0.00829646512172724,0.00208482688900967,1648,3.97945036370295,7.20725202384443e-05
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","I(pre^2)",-3.77151211112179e-05,1.44060373302527e-05,1648,-2.61800800918488,0.0089254756960118
"Year","log_core_measurement_dbh","CedarBreaks","PIEN","tmx",-0.0157935536124523,0.00393969713259569,1648,-4.00882430321406,6.37461687175827e-05
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","(Intercept)",-7.74580598863762,2.55176377341757,2013,-3.03547141366605,0.00243237111914903
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","dbh",-0.00894653284779881,0.00597541529409555,2013,-1.49722360831373,0.134491858865461
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","pre",0.021636423570955,0.00246383815740259,2013,8.78159285988346,3.37446912890406e-18
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","I(pre^2)",-0.000115476418726787,1.69321414179536e-05,2013,-6.81995359454912,1.20006589654677e-11
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","tmx",0.133584104978951,0.0816164413445941,2013,1.63673033004396,0.10184314166964
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","I(tmx^2)",-0.00387609959774093,0.00221725734612646,2013,-1.74815052682651,0.0805904103336239
"Year","log_core_measurement_dbh","CedarBreaks","PIFL","Year",0.00290100524008559,0.00131702695656593,2013,2.20269237893944,0.0277294038267213
"Year","log_core_measurement_dbh","CedarBreaks","PILO","(Intercept)",4.03378021468015,2.45074255449021,1066,1.64594204613191,0.10007046706949
"Year","log_core_measurement_dbh","CedarBreaks","PILO","dbh",-0.240080768632505,0.102029695008502,1066,-2.35304798874974,0.0188011548030627
"Year","log_core_measurement_dbh","CedarBreaks","PILO","I(dbh^2)",0.00218852424361413,0.001067846630353,1066,2.04947431719729,0.0406600702661495
"Year","log_core_measurement_dbh","CedarBreaks","PILO","pre",0.0308749772823221,0.00659857553895634,1066,4.67903672543323,3.25262796860274e-06
"Year","log_core_measurement_dbh","CedarBreaks","PILO","I(pre^2)",-0.000163494078460391,4.56601252355888e-05,1066,-3.58067520876966,0.000358152395126606
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","(Intercept)",-5.92732219740477,1.38073196194374,3163,-4.29288403598662,1.81663753156285e-05
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","pre",0.0101979091813503,0.00132242392743933,3163,7.71152802800309,1.65366178463164e-14
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","I(pre^2)",-4.84336955909325e-05,9.10450280411679e-06,3163,-5.31975184510155,1.11144588171489e-07
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","tmx",0.0670883668634219,0.0440452805128639,3163,1.52316811431881,0.127816618055826
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","I(tmx^2)",-0.00268796178926754,0.00119501512148172,3163,-2.24931194672642,0.0245611728401489
"Year","log_core_measurement_dbh","CedarBreaks","PIPU","Year",0.00226978545949456,0.000668352189153244,3163,3.39609190533247,0.000691987812958823
"Year","log_core_measurement_dbh","CedarBreaks","POTR","(Intercept)",16.853006482666,2.68897960376033,2991,6.2674355949366,4.1980143105401e-10
"Year","log_core_measurement_dbh","CedarBreaks","POTR","dbh",-0.00742242011629956,0.0176013526332946,2991,-0.421696006604593,0.673277224285097
